problem_id,dp,constraints,machine_techniques,human_techniques,machine_solutions,correctness,follow_constraints,new_techniques,new_techniques_ratio
1809A,1,['misc'],"['if statement', 'set', 'for loop', 'hashmap']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 'l', '=', 'C', '{', '.', 'c', 'x', 's', '}', '4', '-', '1', ',', '3', '6', '#', 'd', '<', 'b', '/', '+', 'h', '>', 'm', ';', '\t', '[', ']', 'w', '0', ""'"", '\\', '2', '|', '*', 'v', '""', 'y', 'T', '%', 'k']","import sys

def solve():
    s = input()
    colors = set(s)
    if len(colors) == 1:
        print(-1)
    elif len(colors) >= 3:
        print(4)
    else:
        count = [0] * 10
        for c in s:
            count[int(c)] += 1
        if max(count) > 2:
            print(6)
        else:
            print(4)
",False,True,4,1.0
1809A,2,"['misc', 'for loop']","['if statement', 'dictionary']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 'l', '=', 'C', '{', '.', 'c', 'x', 's', '}', '4', '-', '1', ',', '3', '6', '#', 'd', '<', 'b', '/', '+', 'h', '>', 'm', ';', '\t', '[', ']', 'w', '0', ""'"", '\\', '2', '|', '*', 'v', '""', 'y', 'T', '%', 'k']","from collections import Counter

def solve():
    s = input()
    cnt = Counter(s)
    if len(cnt) == 1:
        print(-1)
    elif len(cnt) == 4:
        print(4)
    else:
        max_cnt = max(cnt.values())
        if max_cnt >= 3:
            print(max_cnt * 2 - 2)
        else:
            print(6)
",False,True,2,1.0
1809A,3,"['misc', 'for loop', 'if statement']","['if statement', 'set', 'for loop', 'hashmap']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 'l', '=', 'C', '{', '.', 'c', 'x', 's', '}', '4', '-', '1', ',', '3', '6', '#', 'd', '<', 'b', '/', '+', 'h', '>', 'm', ';', '\t', '[', ']', 'w', '0', ""'"", '\\', '2', '|', '*', 'v', '""', 'y', 'T', '%', 'k']","import sys

def solve():
    s = input()
    colors = set(s)
    if len(colors) == 1:
        print(-1)
    elif len(colors) >= 3:
        print(4)
    else:
        count = [0] * 10
        for c in s:
            count[int(c)] += 1
        max_count = max(count)
        if max_count > 2:
            print(max_count * 2 - 4)
        else:
            print(-1)
",False,False,4,1.0
1809A,4,"['misc', 'for loop', 'if statement', 'set']","['if statement', 'for loop', 'while loop', 'continue statement']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 'l', '=', 'C', '{', '.', 'c', 'x', 's', '}', '4', '-', '1', ',', '3', '6', '#', 'd', '<', 'b', '/', '+', 'h', '>', 'm', ';', '\t', '[', ']', 'w', '0', ""'"", '\\', '2', '|', '*', 'v', '""', 'y', 'T', '%', 'k']","import sys

def solve():
    s = input()
    cnt = [0] * 10
    for c in s:
        cnt[int(c)] += 1
    if max(cnt) == 4:
        print(-1)
    else:
        ans = 0
        while True:
            mx = -1
            mx_idx = -1
            for i in range(10):
                if cnt[i] > mx:
                    mx = cnt[i]
                    mx_idx = i
            if mx == 2:
                ans += 6
                break
            elif mx == 3:
                ans += 4
                cnt[0] -= 1
                cnt[mx_idx] -= 1
                continue
            else:
                ans += 2
                cnt[0] -= 1
                cnt[mx_idx] -= 1
        print(ans)
",False,False,4,1.0
1809A,5,"['misc', 'for loop', 'if statement', 'set', 'while loop']","['recursion', 'if statement', 'for loop', 'misc']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', 'l', '=', 'C', '{', '.', 'c', 'x', 's', '}', '4', '-', '1', ',', '3', '6', '#', 'd', '<', 'b', '/', '+', 'h', '>', 'm', ';', '\t', '[', ']', 'w', '0', ""'"", '\\', '2', '|', '*', 'v', '""', 'y', 'T', '%', 'k']","import sys

def count_colors(s, i=0, colors=[0]*10):
    if i == len(s):
        max_count = max(colors)
        if max_count == 4:
            return 4
        elif max_count > 2:
            return -1
        else:
            return max_count * 2
    else:
        colors[int(s[i])] += 1
        return count_colors(s, i+1, colors)

t = int(input())
for _ in range(t):
    s = input()
    print(count_colors(s))
``",False,False,4,1.0
1807C,0,['this is the og problem'],"['if statement', 'for loop', 'dictionary', 'hashmap']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '2', ']', '1', '&', ""'"", 'N', 'O', 'l', 'Y', 'E', 'S', 'T', 'c', '+', ',', 'd', '-', '%', '!', '0', 'F', 'b', 'k', '*', '5', '6', ';', 'x', '|', '3', '#', '<', '/', '.', 'h', '>', 'm', '{', '\t', 'w', 'j', '?', '""', '\\', '}', 'A', 'D', 'v', 'y', 'K', 'C', 'R']","def solve():
    n = int(input())
    s = input()
    char_count = {}
    for c in s:
        if c not in char_count:
            char_count[c] = 0
        char_count[c] += 1
    odd_count = sum(1 for count in char_count.values() if count % 2 == 1)
    even_count = len(char_count) - odd_count
    return ""YES"" if odd_count <= 1 else ""NO""
",False,True,4,1.0
1807C,1,['for loop'],"['if statement', 'for loop', 'dictionary']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '2', ']', '1', '&', ""'"", 'N', 'O', 'l', 'Y', 'E', 'S', 'T', 'c', '+', ',', 'd', '-', '%', '!', '0', 'F', 'b', 'k', '*', '5', '6', ';', 'x', '|', '3', '#', '<', '/', '.', 'h', '>', 'm', '{', '\t', 'w', 'j', '?', '""', '\\', '}', 'A', 'D', 'v', 'y', 'K', 'C', 'R']","import sys

def solve():
    n = int(input())
    s = input()
    freq = {}
    for char in s:
        if char not in freq:
            freq[char] = 1
        else:
            freq[char] += 1
    for count in freq.values():
        if count % 2 == 1:
            return ""NO""
    return ""YES""
",False,False,3,1.0
1807C,2,"['for loop', 'if statement']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '2', ']', '1', '&', ""'"", 'N', 'O', 'l', 'Y', 'E', 'S', 'T', 'c', '+', ',', 'd', '-', '%', '!', '0', 'F', 'b', 'k', '*', '5', '6', ';', 'x', '|', '3', '#', '<', '/', '.', 'h', '>', 'm', '{', '\t', 'w', 'j', '?', '""', '\\', '}', 'A', 'D', 'v', 'y', 'K', 'C', 'R']","import sys

def solve():
    n = int(input())
    s = input()
    cnt = [0] * 26
    for c in s:
        cnt[ord(c) - ord('a')] += 1
    return ""YES"" if all(cnt[i] % 2 == 0 for i in range(26)) else ""NO""
",False,False,2,1.0
1807C,3,"['for loop', 'if statement', 'recursion']","['if statement', 'for loop', 'if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '2', ']', '1', '&', ""'"", 'N', 'O', 'l', 'Y', 'E', 'S', 'T', 'c', '+', ',', 'd', '-', '%', '!', '0', 'F', 'b', 'k', '*', '5', '6', ';', 'x', '|', '3', '#', '<', '/', '.', 'h', '>', 'm', '{', '\t', 'w', 'j', '?', '""', '\\', '}', 'A', 'D', 'v', 'y', 'K', 'C', 'R']","import sys

def solve():
    n = int(input())
    s = input()
    cnt = [0] * 26
    for c in s:
        cnt[ord(c) - ord('a')] += 1
    return ""YES"" if all(x % 2 == 0 for x in cnt) else ""NO""
",False,False,2,0.5
1807C,4,"['for loop', 'if statement', 'recursion', 'while loop']","['if statement', 'for loop', 'tuple']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 's', '[', '2', ']', '1', '&', ""'"", 'N', 'O', 'l', 'Y', 'E', 'S', 'T', 'c', '+', ',', 'd', '-', '%', '!', '0', 'F', 'b', 'k', '*', '5', '6', ';', 'x', '|', '3', '#', '<', '/', '.', 'h', '>', 'm', '{', '\t', 'w', 'j', '?', '""', '\\', '}', 'A', 'D', 'v', 'y', 'K', 'C', 'R']","import sys

def solve():
    n = int(input())
    s = input()
    cnt = [0] * 26
    for c in s:
        cnt[ord(c) - ord('a')] += 1
    return ""YES"" if all(cnt[i] % 2 == 0 for i in range(26)) else ""NO""
",False,False,3,1.0
1807B,0,['this is the og problem'],['for loop'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 'l', 's', 'm', ',', '.', ""'"", 'Y', 'E', 'S', 'x', '%', '2', '0', '>', '1', 'N', 'O', 'd', 'v', ';', '+', '""', '[', '*', ']', '-', '|', '&', 'c', '?', 'w', 'h', '\t', 'b', 'z', 'k', 'A', 'B', '<', 'I', 'y', 'j', '!']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    mihai_sum = sum(x for x in a if x % 2 == 0)
    bianca_sum = sum(x for x in a if x % 2 != 0)
",False,True,1,1.0
1807B,1,['for loop'],['if statement'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 'l', 's', 'm', ',', '.', ""'"", 'Y', 'E', 'S', 'x', '%', '2', '0', '>', '1', 'N', 'O', 'd', 'v', ';', '+', '""', '[', '*', ']', '-', '|', '&', 'c', '?', 'w', 'h', '\t', 'b', 'z', 'k', 'A', 'B', '<', 'I', 'y', 'j', '!']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    m = sum(x for x in a if x % 2 == 0)
    b = sum(x for x in a if x % 2 != 0)
",False,True,1,1.0
1807B,2,"['for loop', 'while loop']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 'l', 's', 'm', ',', '.', ""'"", 'Y', 'E', 'S', 'x', '%', '2', '0', '>', '1', 'N', 'O', 'd', 'v', ';', '+', '""', '[', '*', ']', '-', '|', '&', 'c', '?', 'w', 'h', '\t', 'b', 'z', 'k', 'A', 'B', '<', 'I', 'y', 'j', '!']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    even_sum = sum(x for x in a if x % 2 == 0)
    odd_sum = sum(x for x in a if x % 2 != 0)
",False,False,2,1.0
1807B,3,"['for loop', 'while loop', 'tuple']",['if statement'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 'l', 's', 'm', ',', '.', ""'"", 'Y', 'E', 'S', 'x', '%', '2', '0', '>', '1', 'N', 'O', 'd', 'v', ';', '+', '""', '[', '*', ']', '-', '|', '&', 'c', '?', 'w', 'h', '\t', 'b', 'z', 'k', 'A', 'B', '<', 'I', 'y', 'j', '!']","import sys

def solve():
    n = int(sys.argv[1])
    a = list(map(int, sys.argv[2].split()))
    m = sum(x for x in a if x % 2 == 0)
    b = sum(x for x in a if x % 2 != 0)
",False,True,1,1.0
1807B,4,"['for loop', 'while loop', 'tuple', 'if statement']","['if statement', 'for loop', 'tuple']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '=', 'l', 's', 'm', ',', '.', ""'"", 'Y', 'E', 'S', 'x', '%', '2', '0', '>', '1', 'N', 'O', 'd', 'v', ';', '+', '""', '[', '*', ']', '-', '|', '&', 'c', '?', 'w', 'h', '\t', 'b', 'z', 'k', 'A', 'B', '<', 'I', 'y', 'j', '!']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    m = sum(1 for x in a if x % 2 == 0)
    b = sum(a[i] for i in range(n) if a[i] % 2 == 0)
    c = sum(a[i] for i in range(n) if a[i] % 2 != 0)
",False,False,3,1.0
1807A,0,['this is the og problem'],"['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\n', ',', 'b', 'c', '=', 'm', '.', 's', 'l', ""'"", '+', '-', '\r', '""', '[', '*', '0', ']', '1', ';', '<', 'x', 'y', 'z', '#', 'd', '>', '{', 'w', 'h', '\\', '}', 'N', 'q', '\t', '?']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        a, b, c = map(int, input().split())
        if a + b == c:
            print(""+"")
        else:
            print(""-"")
",True,True,2,1.0
1807A,1,['for loop'],"['while loop', 'if statement']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\n', ',', 'b', 'c', '=', 'm', '.', 's', 'l', ""'"", '+', '-', '\r', '""', '[', '*', '0', ']', '1', ';', '<', 'x', 'y', 'z', '#', 'd', '>', '{', 'w', 'h', '\\', '}', 'N', 'q', '\t', '?']","import sys

def solve():
    t = int(input())
    i = 0
    while i < t:
        a, b, c = map(int, input().split())
        if (a + b) == c:
            print(""+"")
        else:
            print(""-"")
        i += 1
",True,True,2,1.0
1807A,2,"['for loop', 'tuple']","['for loop', 'if statement']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\n', ',', 'b', 'c', '=', 'm', '.', 's', 'l', ""'"", '+', '-', '\r', '""', '[', '*', '0', ']', '1', ';', '<', 'x', 'y', 'z', '#', 'd', '>', '{', 'w', 'h', '\\', '}', 'N', 'q', '\t', '?']","import sys

def solve():
    t = int(input())
    for _ in range(t):
        a, b, c = map(int, input().split())
        if (a + b) == c:
            print(""+"")
        else:
            print(""-"")
",True,False,2,1.0
1807A,3,"['for loop', 'tuple', 'if statement']","['for loop', 'if statement']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\n', ',', 'b', 'c', '=', 'm', '.', 's', 'l', ""'"", '+', '-', '\r', '""', '[', '*', '0', ']', '1', ';', '<', 'x', 'y', 'z', '#', 'd', '>', '{', 'w', 'h', '\\', '}', 'N', 'q', '\t', '?']","def solve():
    t = int(input())
    for _ in range(t):
        a, b, c = map(int, input().split())
        print('+' if (a + b == c) - (a - b == c) else '-')
",False,False,2,1.0
1807A,4,"['for loop', 'tuple', 'if statement', 'recursion']","['if statement', 'for loop']","['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\n', ',', 'b', 'c', '=', 'm', '.', 's', 'l', ""'"", '+', '-', '\r', '""', '[', '*', '0', ']', '1', ';', '<', 'x', 'y', 'z', '#', 'd', '>', '{', 'w', 'h', '\\', '}', 'N', 'q', '\t', '?']","import sys

def solve():
    t = int(sys.argv[1])
    for _ in range(t):
        a, b, c = map(int, input().split())
        print('+' if (a + b == c) ^ (a - b == c) else '-')
",False,False,2,1.0
1806A,0,['this is the og problem'],"['if statement', 'tuple']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', ',', 'b', 'c', 'd', '=', 'l', 's', 'm', '.', '-', '<', '0', '1', '+', '[', ']', 'x', 'w', '*', 'k', 'h', ';', '|', '_', '>', '#', '/', 'T', '{', '&', '?', '2', '}', 'y', 'q', '""', '%', '\\', 'U', 'R', 'K']","import sys

def solve():
    a, b, c, d = map(int, input().split())
    if (c < a or (c == a and d < b)) and (b - d) % 2 != 0:
        print(-1)
    else:
        print(abs(c-a)+abs(d-b)-min(0, min(a-c, d-b)))
",False,True,2,1.0
1806A,1,['matrix operation'],['if statement'],"['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', ',', 'b', 'c', 'd', '=', 'l', 's', 'm', '.', '-', '<', '0', '1', '+', '[', ']', 'x', 'w', '*', 'k', 'h', ';', '|', '_', '>', '#', '/', 'T', '{', '&', '?', '2', '}', 'y', 'q', '""', '%', '\\', 'U', 'R', 'K']","import sys

def solve():
    a, b, c, d = map(int, input().split())
    if (c < a or (c == a and d <= b)) or (b - d > c - a):
        print(-1)
    else:
        print(c + d - a - b)
",False,True,1,1.0
1806A,2,"['matrix operation', 'if statement']","['if statement', 'tuple']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', ',', 'b', 'c', 'd', '=', 'l', 's', 'm', '.', '-', '<', '0', '1', '+', '[', ']', 'x', 'w', '*', 'k', 'h', ';', '|', '_', '>', '#', '/', 'T', '{', '&', '?', '2', '}', 'y', 'q', '""', '%', '\\', 'U', 'R', 'K']","import sys

def solve():
    a, b, c, d = map(int, input().split())
    result = (d - b) + (a - c)
    print(-1 if (c < a or (c == a and d <= b)) or (b - d > a - c) else result)
",False,False,2,1.0
1806A,3,"['matrix operation', 'if statement', 'for loop']",['if statement'],"['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', ',', 'b', 'c', 'd', '=', 'l', 's', 'm', '.', '-', '<', '0', '1', '+', '[', ']', 'x', 'w', '*', 'k', 'h', ';', '|', '_', '>', '#', '/', 'T', '{', '&', '?', '2', '}', 'y', 'q', '""', '%', '\\', 'U', 'R', 'K']","import sys

def get_ints():
    try:
        return map(int, input().split())
    except ValueError:
        print(""Invalid input. Please enter integers separated by spaces."")
        return None

def solve():
    a, b, c, d = get_ints()
    if a is None or b is None or c is None or d is None:
        return
    if (c < a or (c == a and d <= b)) or (b - d > a - c):
        print(-1)
    else:
        print((d - b) + (a - c))
",False,False,1,1.0
1806A,4,"['matrix operation', 'if statement', 'for loop', 'hashmap']","['if statement', 'misc']","['f', 'o', 'r', ' ', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', '\t', ',', 'b', 'c', 'd', '=', 'l', 's', 'm', '.', '-', '<', '0', '1', '+', '[', ']', 'x', 'w', '*', 'k', 'h', ';', '|', '_', '>', '#', '/', 'T', '{', '&', '?', '2', '}', 'y', 'q', '""', '%', '\\', 'U', 'R', 'K']","import sys

def solve():
    a, b, c, d = map(int, input().split())
    if (c < a or (b + 1 != d and c <= a)) and (d < b):
        print(-1)
    else:
        print(abs(c - a) + abs(d - b))
",False,False,2,1.0
1805B,0,['this is the og problem'],['if statement'],"['t', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', ' ', 'a', 'g', 'e', ':', '-', '1', 'j', '[', ']', ',', '>', 's', '+', '0', '#', 'c', 'l', 'd', '<', 'b', '/', '.', 'h', 'm', ';', '{', '\t', 'w', 'k', '*', '_', '}', '""', 'x', '2', 'z', 'T', 'N', 'S', '!', ""'"", 'y', 'v', 'q', '~']","import sys

def solve():
    n = int(input())
    s = input()
    min_char = min(s)
    if s.count(min_char) > 1:
        print(min_char + s.replace(min_char, '', 1))
    else:
        print(s)
",False,True,1,1.0
1805B,1,['for loop'],['if statement'],"['t', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', ' ', 'a', 'g', 'e', ':', '-', '1', 'j', '[', ']', ',', '>', 's', '+', '0', '#', 'c', 'l', 'd', '<', 'b', '/', '.', 'h', 'm', ';', '{', '\t', 'w', 'k', '*', '_', '}', '""', 'x', '2', 'z', 'T', 'N', 'S', '!', ""'"", 'y', 'v', 'q', '~']","import sys

def solve():
    n = int(input())
    s = input()
    if n == 1:
        print(s)
        return
    min_char = min(s)
    min_index = s.index(min_char)
    s = s[min_index:] + s[:min_index]
    print(s)
",False,True,1,1.0
1805B,2,"['for loop', 'if statement']",['for loop'],"['t', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', ' ', 'a', 'g', 'e', ':', '-', '1', 'j', '[', ']', ',', '>', 's', '+', '0', '#', 'c', 'l', 'd', '<', 'b', '/', '.', 'h', 'm', ';', '{', '\t', 'w', 'k', '*', '_', '}', '""', 'x', '2', 'z', 'T', 'N', 'S', '!', ""'"", 'y', 'v', 'q', '~']","import sys

def solve():
    n = int(input())
    s = input()
",False,False,1,1.0
1805B,3,"['for loop', 'if statement', 'tuple']","['if statement', 'for loop', 'break statement', 'matrix operation']","['t', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', ' ', 'a', 'g', 'e', ':', '-', '1', 'j', '[', ']', ',', '>', 's', '+', '0', '#', 'c', 'l', 'd', '<', 'b', '/', '.', 'h', 'm', ';', '{', '\t', 'w', 'k', '*', '_', '}', '""', 'x', '2', 'z', 'T', 'N', 'S', '!', ""'"", 'y', 'v', 'q', '~']","import sys

def solve():
    n = int(input())
    s = input()
    min_char = ord(min(s))
    min_index = 0
    for i in range(n):
        if ord(s[i]) == min_char:
            min_index = i + 1
            break
    print(s[min_index - 1:] + s[:min_index - 1])
",False,False,4,1.0
1805B,4,"['for loop', 'if statement', 'tuple', 'while loop']","['if statement', 'for loop']","['t', '=', 'i', 'n', '(', 'p', 'u', ')', '\r', '\n', 'f', 'o', 'r', ' ', 'a', 'g', 'e', ':', '-', '1', 'j', '[', ']', ',', '>', 's', '+', '0', '#', 'c', 'l', 'd', '<', 'b', '/', '.', 'h', 'm', ';', '{', '\t', 'w', 'k', '*', '_', '}', '""', 'x', '2', 'z', 'T', 'N', 'S', '!', ""'"", 'y', 'v', 'q', '~']","import sys

def solve():
    n = int(input())
    s = input()
    min_char = min(s)
    if s.count(min_char) > 1:
        print(min_char + ''.join([c for c in s if c != min_char]))
    else:
        # Find the index of the lexicographically minimal character
        min_index = s.index(min_char)
        
        # Move the lexicographically minimal character to the beginning of the string
        new_s = s[min_index:] + s[:min_index]
        
        print(new_s)
",False,False,2,1.0
1805A,0,['this is the og problem'],"['if statement', 'for loop']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'o', 's', 't', 'r', 'a', 'm', '>', '\r', '\n', 'g', ' ', 'p', ';', '(', ')', '{', '\t', ',', 'w', 'h', '-', 'f', '=', '1', '+', '^', '%', '2', '0', '&', '!', '}', 'v', 'b', ':', 'x', 'y', '_', '*', '.', '8', '[', ']', 'k', '|', '?', '~', '/', 'X', 'O', 'R', '""']","import sys

def solve():
    n = int(input())
    if n < 1:
        raise ValueError(""Array length must be greater than 0"")
    a = list(map(int, input().split()))
    xor = 0
    for i in range(n):
        xor ^= a[i]
    if n % 2 == 1:
        print(xor)
    else:
        print(0 if xor == 0 else -1)
",False,True,2,1.0
1805A,1,['break statement'],"['if statement', 'for loop']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'o', 's', 't', 'r', 'a', 'm', '>', '\r', '\n', 'g', ' ', 'p', ';', '(', ')', '{', '\t', ',', 'w', 'h', '-', 'f', '=', '1', '+', '^', '%', '2', '0', '&', '!', '}', 'v', 'b', ':', 'x', 'y', '_', '*', '.', '8', '[', ']', 'k', '|', '?', '~', '/', 'X', 'O', 'R', '""']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    xor = 0
    for i in range(n):
        xor ^= a[i]
    if n % 2 == 1:
        print(xor)
    else:
        print(0 if xor == 0 else -1)
",False,True,2,1.0
1805A,2,"['break statement', 'misc']","['if statement', 'for loop', 'matrix operation']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'o', 's', 't', 'r', 'a', 'm', '>', '\r', '\n', 'g', ' ', 'p', ';', '(', ')', '{', '\t', ',', 'w', 'h', '-', 'f', '=', '1', '+', '^', '%', '2', '0', '&', '!', '}', 'v', 'b', ':', 'x', 'y', '_', '*', '.', '8', '[', ']', 'k', '|', '?', '~', '/', 'X', 'O', 'R', '""']","import sys

def solve():
    n = int(input())
    a = list(map(int, input().split()))
    xor = 0
    for i in range(n):
        xor ^= a[i]
    if n % 2 == 1:
        print(xor)
    else:
        print(0 if xor == 0 else -1)
",False,True,3,1.0
1805A,3,"['break statement', 'misc', 'if statement']","['if statement', 'for loop', 'misc']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'o', 's', 't', 'r', 'a', 'm', '>', '\r', '\n', 'g', ' ', 'p', ';', '(', ')', '{', '\t', ',', 'w', 'h', '-', 'f', '=', '1', '+', '^', '%', '2', '0', '&', '!', '}', 'v', 'b', ':', 'x', 'y', '_', '*', '.', '8', '[', ']', 'k', '|', '?', '~', '/', 'X', 'O', 'R', '""']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    x = 0
    for i in range(n):
        x ^= a[i]
    print(x if n % 2 == 1 else -1 if x != 0 else 0)
",False,False,3,1.0
1805A,4,"['break statement', 'misc', 'if statement', 'for loop']","['if statement', 'recursion', 'misc']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'o', 's', 't', 'r', 'a', 'm', '>', '\r', '\n', 'g', ' ', 'p', ';', '(', ')', '{', '\t', ',', 'w', 'h', '-', 'f', '=', '1', '+', '^', '%', '2', '0', '&', '!', '}', 'v', 'b', ':', 'x', 'y', '_', '*', '.', '8', '[', ']', 'k', '|', '?', '~', '/', 'X', 'O', 'R', '""']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    x = 0
    def xor(i):
        nonlocal x
        if i == n:
            return
        x ^= a[i]
        xor(i + 1)
    xor(0)
    if n % 2 == 1:
        print(x)
    else:
        print(0 if x == 0 else -1)
",False,False,3,1.0
1805A,5,"['break statement', 'misc', 'if statement', 'for loop', 'tuple']","['while loop', 'for loop']","['#', 'i', 'n', 'c', 'l', 'u', 'd', 'e', '<', 'o', 's', 't', 'r', 'a', 'm', '>', '\r', '\n', 'g', ' ', 'p', ';', '(', ')', '{', '\t', ',', 'w', 'h', '-', 'f', '=', '1', '+', '^', '%', '2', '0', '&', '!', '}', 'v', 'b', ':', 'x', 'y', '_', '*', '.', '8', '[', ']', 'k', '|', '?', '~', '/', 'X', 'O', 'R', '""']","def solve():
    n = int(input())
    a = list(map(int, input().split()))
    while n > 0:
        x = 0
        for i in range(n):
            x ^= a[i]
        if n % 2 == 1:
            print(x)
            return
        else:
            print(0 if x == 0 else -1)
            return
",False,False,2,1.0
1804A,0,['this is the og problem'],['if statement'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', ',', 'b', '=', 'm', '.', 's', 'l', '-', '<', '1', '+', 'x', '*', '2', '#', 'c', 'd', '/', 'h', '>', ';', 'T', '{', '\t', 'w', '0', '""', '\\', '}', '[', ']', '!', ""'"", 'y', '&', '8', '4', 'A', 'q', 'k', 'v']","def solve():
    a, b = map(int, input().split())
    if abs(a) == abs(b):
        print(abs(a + b))
    else:
        print(max(abs(a), abs(b)) * 2 - 1)
",False,True,1,1.0
1804A,1,['if statement'],['misc'],"['f', 'o', 'r', ' ', '_', 'i', 'n', 'a', 'g', 'e', '(', 't', 'p', 'u', ')', ':', '\r', '\n', ',', 'b', '=', 'm', '.', 's', 'l', '-', '<', '1', '+', 'x', '*', '2', '#', 'c', 'd', '/', 'h', '>', ';', 'T', '{', '\t', 'w', '0', '""', '\\', '}', '[', ']', '!', ""'"", 'y', '&', '8', '4', 'A', 'q', 'k', 'v']","import sys

def solve():
    a, b = map(int, input().split())
    ans = 2 * max(abs(a), abs(b)) + (abs(a) + abs(b)) - 1
    print(ans)
",False,True,1,1.0
